Gender,GenderCode,Age,Height,Weight,HeartRate,ExerciseNameENG,ExerciseNameUKR,ExerciseID,Duration,Calories
female,1,24,153,48,101,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,21,119
female,1,28,165,57,103,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,22,129
female,1,26,164,64,94,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,13,62
female,1,43,156,56,85,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,25
female,1,44,181,75,95,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,22,111
male,0,20,198,100,88,Watering lawn or garden,Полив газону або саду,22,10,32
female,1,73,154,56,94,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,9,51
female,1,22,160,63,89,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,29
male,0,31,193,95,86,Watering lawn or garden,Полив газону або саду,22,2,7
female,1,48,161,61,87,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,17,75
male,0,63,188,95,105,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,24,186
female,1,64,151,54,106,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,22,151
female,1,29,153,55,97,Unicycling,Їзда на одноколісному велосипеді,17,11,58
male,0,64,163,63,89,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,28
female,1,32,158,57,101,Stair machine,Тренажер-сходинки,29,19,108
female,1,32,164,64,101,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,17,95
female,1,21,171,62,100,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,19,101
male,0,32,178,78,102,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,20,109
female,1,27,151,49,101,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,19,109
male,0,28,180,79,92,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,14,53
male,0,32,181,86,90,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,9,34
female,1,35,182,77,93,Unicycling,Їзда на одноколісному велосипеді,17,17,79
male,0,31,190,93,93,Watering lawn or garden,Полив газону або саду,22,3,13
male,0,27,187,89,106,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,18,109
female,1,26,179,79,92,Mild stretching,Легка розтяжка,19,10,43
female,1,27,181,75,89,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,10,41
male,0,28,194,98,86,Watering lawn or garden,Полив газону або саду,22,9,29
female,1,34,168,69,94,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,23,111
female,1,29,167,64,98,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,18,94
female,1,34,160,57,84,Watering lawn or garden,Полив газону або саду,22,5,20
female,1,22,165,68,85,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,29
female,1,61,180,74,86,Mild stretching,Легка розтяжка,19,8,35
female,1,30,177,74,104,Unicycling,Їзда на одноколісному велосипеді,17,13,75
female,1,29,154,54,111,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,25,169
female,1,32,166,61,107,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,28,176
female,1,50,172,71,84,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,15,60
female,1,35,170,66,89,Unicycling,Їзда на одноколісному велосипеді,17,15,65
female,1,25,157,58,100,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,24,131
male,0,79,173,77,106,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,19,157
female,1,47,157,59,89,Watering lawn or garden,Полив газону або саду,22,3,14
female,1,78,166,68,98,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,20,121
male,0,27,174,73,96,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,19,80
male,0,45,177,81,85,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,18,64
female,1,30,156,57,87,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,11,46
female,1,25,179,74,85,Watering lawn or garden,Полив газону або саду,22,3,11
male,0,26,197,101,93,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,16,69
male,0,77,182,83,108,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,28,241
male,0,41,196,94,93,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,15,73
male,0,32,175,77,98,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,12,58
female,1,40,169,68,86,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,29
female,1,43,163,66,95,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,12,62
male,0,73,186,89,85,Watering lawn or garden,Полив газону або саду,22,5,25
male,0,51,168,72,93,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,12,58
female,1,22,169,69,95,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,17,80
female,1,27,153,53,108,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,25,160
male,0,20,172,76,83,Watering lawn or garden,Полив газону або саду,22,6,12
female,1,20,153,52,92,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,14,64
female,1,45,166,63,80,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,29
male,0,72,182,87,105,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,24,192
female,1,21,161,62,95,Unicycling,Їзда на одноколісному велосипеді,17,14,67
male,0,21,183,78,88,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,12,34
male,0,78,201,102,91,Mild stretching,Легка розтяжка,19,8,52
male,0,33,180,85,94,"Calisthenics, light","Кальстеніка, легка",18,14,62
male,0,34,183,80,91,Watering lawn or garden,Полив газону або саду,22,7,27
male,0,59,181,85,97,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,21,129
female,1,39,164,68,89,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,15,66
female,1,44,160,64,105,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,23,144
female,1,52,169,69,92,Unicycling,Їзда на одноколісному велосипеді,17,14,69
female,1,55,171,67,95,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,20,107
female,1,41,177,69,82,Watering lawn or garden,Полив газону або саду,22,5,18
male,0,48,180,86,91,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,11,52
female,1,35,166,63,101,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,24,136
female,1,34,163,66,107,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,27,169
male,0,28,191,87,82,Watering lawn or garden,Полив газону або саду,22,6,15
male,0,56,200,100,92,Mild stretching,Легка розтяжка,19,9,50
female,1,71,172,74,103,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,28,178
male,0,63,179,81,88,Watering lawn or garden,Полив газону або саду,22,6,29
female,1,56,143,49,106,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,27,183
male,0,48,174,79,103,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,22,140
male,0,57,189,92,98,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,19,121
female,1,62,171,66,103,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,23,145
male,0,25,179,86,81,Watering lawn or garden,Полив газону або саду,22,8,17
male,0,22,187,81,97,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,15,64
female,1,23,178,70,84,Watering lawn or garden,Полив газону або саду,22,3,11
female,1,23,158,58,109,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,26,166
male,0,23,170,68,88,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,16,43
male,0,27,166,65,88,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,13,36
female,1,57,160,62,103,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,22,138
male,0,62,197,99,92,Watering lawn or garden,Полив газону або саду,22,6,35
male,0,34,206,103,100,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,22,127
male,0,53,183,81,107,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,20,145
female,1,31,148,47,86,Watering lawn or garden,Полив газону або саду,22,3,13
male,0,79,175,83,93,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,14,90
male,0,54,199,98,89,Watering lawn or garden,Полив газону або саду,22,3,15
male,0,40,183,84,79,Watering lawn or garden,Полив газону або саду,22,5,12
female,1,55,161,61,110,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,23,161
male,0,30,190,85,90,Watering lawn or garden,Полив газону або саду,22,3,11
male,0,52,189,85,106,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,20,143
male,0,71,175,75,91,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,16,90
male,0,30,175,80,96,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,11,49
female,1,45,156,54,97,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,8,44
male,0,31,188,85,93,"Golf, walking and pulling clubs",Гольф,16,18,75
male,0,38,190,96,83,Watering lawn or garden,Полив газону або саду,22,8,26
female,1,69,168,66,111,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,25,183
female,1,62,177,76,93,Mild stretching,Легка розтяжка,19,7,36
male,0,23,207,101,103,"Aerobics, general","Аеробіка, загальна",1,24,136
male,0,26,187,83,110,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,29,187
male,0,33,174,77,92,"Calisthenics, light","Кальстеніка, легка",18,14,55
male,0,22,175,75,97,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,15,62
female,1,67,177,74,105,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,30,195
female,1,67,152,56,101,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,20,127
male,0,52,174,78,83,Watering lawn or garden,Полив газону або саду,22,1,4
female,1,21,172,67,104,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,20,114
female,1,49,159,59,100,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,12,70
male,0,28,169,67,103,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,23,119
female,1,28,153,49,108,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,23,149
female,1,28,168,70,104,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,28,162
male,0,37,197,92,87,Watering lawn or garden,Полив газону або саду,22,1,4
female,1,28,164,64,107,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,27,167
female,1,34,162,56,108,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,24,156
female,1,33,159,54,94,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,16,80
female,1,27,148,50,96,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,24,124
female,1,47,176,77,87,"Calisthenics, light","Кальстеніка, легка",18,13,55
male,0,42,177,77,87,Watering lawn or garden,Полив газону або саду,22,7,25
female,1,29,161,61,91,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,15,68
